NO.,Grammar,Category,Korean,English,Source
306,Grammer,Direction,N에 가다/오다,"“에서”与地点名词搭配使用，表示动作发生的场所。

A 도서관에서 뭐 해요?  您在图书馆做什么呢？
B 도서관에서 숙제를 해요. 我在图书馆做作业。

A 공원에서 뭐 해요?
B 공원에서 친구를 만나요.

- 학교에서 공부해요
- 커비숍에서 차를 마셔요
- 저는 회사에서 일해요，我在公司工作。
- 양양 씨는 집에서 책을 읽어요. 杨洋在家看书。

A 어디에서 밥을 먹어요？ 在哪儿吃饭呢？
B 식당에서 먹어요. 在餐厅吃饭。",1.6
307,Verb,School,숙제를 하다 ,做作业 Do homework,1.6
308,Grammer,Direction,N에 가다/오다,"케빈: 팅팅 씨, 어디에 가요? 婷婷，您去哪儿？
팅팅:식당에 가요. 식당에서 친구하고 밥을 먹어요. 我去饭店，在饭店和朋友一起吃饭。
케빈: 아, 그래요? 哦，这样啊。
팅팅: 케빈 씨는 오늘 뭐 해요? 凯文，您今天要做什么呢？
케빈: 저는 집에서 쉬어요. 我在家休息。",1.6
309,Adverb,S - Connection,그래서,所以 so,1.6
310,Noun,Time,자주,經常 often,1.6
311,Noun,Time,매일,每日 Every day every day,1.6
312,Noun,Sports,수영을 해요,Swim I'm going for a swim,1.6
313,Grammer,Direction,N에 가다/오다,"케빈 씨는 선생님이에요. 매일 학교에서 영어를 가르쳐요. 
투이 씨는 한국 드라마를 좋아해요. 매일 집에서 드라마를 봐요.
다쿠야 씨는 영화를 좋아해요. 그래서 자주 금장에 가요.
에밀리 씨는 오늘 태권도를 배워요. 그리고 수영을 해요. 에밀리 씨는 운동을 좋아해요.
팅팅 씨는 지금 커피숍에 가요. 커피숍에서 한국 친구를 만나요. 그 친구하고 커피를 마셔요.
그리고 한국어로用 이야기해요.  用韓文傾計",1.6
314,Adverb,Method,N (으)로,한국어로 이야기해요  用韓文傾計 Chat with Korean,1.6
315,Adjective,Feelings,싸다 ,便宜 cheap,1.7
316,Adjective,Feelings,비싸다,贵             비 相反 expensive,1.7
317,Adjective,Feelings,*맛있다,好吃               맛味道   있다有           特別音마싰다 *delicious,1.7
318,Adjective,Feelings,맛없다 ,"不好吃     ㅅ+ㅇ= ㄷ(d.)    音마덦다Ma dot da
但一般叫 맛이 없다 Ma si op da Tasteless",1.7
319,Adjective,Feelings,재미있다 ,有意思         재미趣味 있다 有           재밌다並不正統 amusing,1.7
320,Adjective,Feelings,재미없다 ,没意思              uninteresting,1.7
321,Adjective,Feelings,많다 ,多 More           ㅎ+ㄷ= E(t.)    音Man ta many,1.7
322,Adjective,Feelings,좋다 ,好 Good          ㅎ+ㄷ= E(t.)   音cho ta it is good,1.7
323,Adjective,Feelings,복잡하다 ,拥挤；复杂 Congest            音pa da busy crowded,1.7
324,Adjective,Feelings,친절하다 ,亲切，热情 Warm kind,1.7
325,Grammer,Question,뭐가,"뭐＋가→ 뭐가 什么

뭐가 시원해요?
콜라가 시원해요

- 뭐가 재미있어요?
- 뭐가 비싸요?",1.7
326,Grammer,Question,어디가,"어디＋가→어디가 哪里

어디가 복잡해요?",1.7
327,Grammer,Question,누가,"누구+가→누가

누가 친절해요?
팅씨가 친절해요",1.7
328,Verb,V - Present Tense,N이/가 A-아요/어요/여요,"该句型一般用于说明名词现在的状态或性质，表示“什么怎么样”，与主格助词이/가搭配使用。

体词末音节无收音时＋가
김치+ 가 → 김치기

体词末音节有收音时＋이
책+이→책이

- 컴퓨터가 비싸요. 电脑很贵。
- 이 노래가 좋아요. 这首歌很好听。
- 선생님이 친절해요. 老师很亲切。
- 비빔밥이 맛있어요. 拌饭很好吃。
- 저하철역이 복잡해요.

뭐가 맛있어요?
김밥이 맛있어요.
콜라가 맛있어요.

A 과자가 맛있어요?   饼干好吃吗？ 餅乾=果子
B 네, 맛있어요. 嗯，很好吃。

A： 친구가 많아요？ 朋友多吗？
B： 네， 많아요. 嗯，朋友很多。

A： 뭐가 재미있어요？什么很有意思？
B： 이 책이 재미있어요. 这本书很有意思。",1.7
329,Noun,Food,과자 ,餅乾=果子 Biscuit confection,1.7
330,Noun,Location,길,路 road,1.7
331,Noun,Location,지하철역 ,地铁站 subway station,1.7
332,Verb,V - Opposite V,안 A/V,"不 (純口語)
一定跟verb/ adjective 

A 과자가 비싸요?
B 아니요, 안 비싸요.

A 고기를 먹어요?
B 아니요, 안 먹어요.",1.7
333,Verb,V - Opposite V,안 A/V,"(1) 오늘 ? 에 가다
백화점 / 공원 / 집 / 극장 / 시장 / 대사관 / 화장실 / 은행

(2) 오늘 ? 을/를 사다
과자 / 꽃 /고기 /커피 / 우산 /옷 / 공책 / 맥주·····

꽃을  音 꼬츨
옷을 音 오슬

(3) 오늘 ? 하고 전화하다            音저나하다
케빈 씨 / 팅팅 씨 / 다쿠야 씨 / 로렌 씨······

-->우오늘 팅팅씨하고 전화▪안▪해요
折開：전화 因為不是動詞

(4)? 이/가 좋다
컴퓨터 / 책상 /볼펜/카메라/옷/휴대폰/노트북/시계·····",1.7
334,Verb,V - Opposite V,안 A/V,"“안”用在动词、形容词之前，表示否定，可译成“不”“没”等。
例 모자가 안 비싸요. 帽子不贵。
길이 안 복잡해요. 路不拥挤。形容词不用折開
저는 오늘 학교에 안 가요. 我今天不去学校。 
라샨 씨는 고기를 안 먹어요. 拉沙不吃肉。",1.7
335,Verb,V - Opposite V,안 A/V,"注意：诸如“공부하다， 일하다”之类由名词与“하다”构成的动词表示否定时，“안”应放在名词与＂하다”之间。

A： 길이 복잡해요？ 路上拥堵吗？形容词不用折開
B： 아니요， 안 복잡해요， 不，不拥堵。

A： 지금 운동해요？ 现在运动吗？折開
B： 아니요， 운동 안 해요. 不， 不运动。",1.7
336,Noun,Food,고기,肉 meat,1.7
337,Noun,Food,소고기,牛 beef,1.7
338,Noun,Food,돼지고기, pork,1.7
339,Noun,Food,닭고기,讀右 닥 chicken,1.7
340,Noun,Food,양고기,羊 mutton,1.7
341,Adverb,Time,또,再次  again,1.7
342,Noun,Food,생선,鱼  fish,1.7
343,Noun,Food,감자,土豆 potato,1.7
344,Noun,Occupation,손님,客人/ 到訪の人 guest,1.7
345,Adverb,S - Connection,진짜 ,真的 real,1.7
346,Verb,V - Opposite V,안 A/V,"职员：今天的肉很好，请买肉吧。
奥利弗：肉贵吗？
职员：不，不贵。很便宜。
奥利弗：哦，是吗？什么肉好吃呢？
职员：这种肉好吃。
奥利弗：那么请给我那个吧。
职员：好的，给您。欢迎再次光临。

직원: 손님 오늘 고기가 좋아요. 고기 사세요.
올리버:  고기가 비싸요?
직원: 아니요, 안 비싸요. 진짜 싸요.   
올리버: 아, 그래요? 뭐가 맛있어요?
직원: 이 고기가 맛있어요.
올리버: 그럼, 그거 주세요.
직원: 네, 여기 있어요. 또 오세요.",1.7
347,Noun,Toilet,칫솔 ,牙刷             칫歯    音Chi sol toothbrush,1.7
348,Noun,Toilet,비누 ,肥皂               音pinu soap,1.7
349,Noun,Toilet,샴푸 ,洗发水 shampoo,1.7
350,Noun,Toilet,치약 ,牙膏         치歯   약 药 toothpaste,1.7
351,Noun,Food,달걀 ,鸡蛋    韓国固有語    音tal gyal egg,1.7
352,Noun,Food,계란,鸡蛋 egg,1.7
353,Noun,Food,수박 ,西瓜 = 水瓜 watermelon,1.7
354,Noun,Food,귤 ,橘子      大粒甘             音kyul tangerine,1.7
355,Noun,Food,무,白萝卜 radish,1.7
356,Noun,Food,당근 ,胡萝卜              音 tang 根 carrot,1.7
357,Noun,Food,호박 ,南瓜／翠肉瓜 pumpkin,1.7
358,Adverb,Time,N도,"A 이 사과 맛있어요?
B 네, 맛있어요.
요즘 귤도 아주 맛있어요

뭐 드릴까요?
빵 하나 주세요.
그리고 물도 한 병 주세요.

- 케이크 하나 주세요. 그리고, 커피도 한 잔주세요. 
- 오이 세개 주세요. 그리고, 감자도 두개 주세요.",1.7
359,Adverb,Time,N도,"“도”接在名词后使用，表示前接名词与其他人或物是相同或相似的，可课成“也”“还”等。

- 저는 학생이에요. 양양 씨도 학생이에요. 提是学生，杨洋也是学生。
- 사과가 맛있어요. 글도 맛있어요. 苹果好吃，橘子也好吃。

A： 저는 커피를 줄아해요. 유카 씨도 커피를 줄아해요？我喜欢咖啡，优香您也喜欢哪吗？
B： 네， 저도 커피를 줄아해요 嗯，我也喜欢咖啡。",1.7
360,Adverb,Time,N도,"“도”不能与助词“이／가”“은／는”“을／를”一起搭配使用。

我是学生，杨洋也是学生。
(x) 저는 학생이에요. 양양 씨는도 학생이에요. 
저는 학생이에요. 양양 씨도 학생이에요. 

我喜欢烤肉，也喜欢拌饭。
 (x) 저는 불고기를 좋아해요. 비빔밥을도 좋아해요
(O) 저는 불고기를 좋아해요. 비빔밥도 좋이해요.

",1.7
361,Adverb,Time,N도,"“도”可与助词“에”“에서”一起搭配使用。

양양 씨는 도서관에서 공부해요. 그리고 칩에서도 공부해요.
杨洋在图书馆学习，也在家里学习。",1.7
362,Adverb,Time,요즘,最近  nowadays,1.7
363,Adverb,Time,아주 ,非常 very much,1.7
364,Grammer,Money,"얼마예요
","A 이 사과는 얼마예요?
B 천원이에요

주스는 얼마예요?
삼천 원이에요.  ₩3,000

오이는 구백유십 원이에요 ₩960
치약은 삼천백오십 원이에요 W 3150
사과 아홉 개는 만오원 칠백 원이에요 W15700

'- 이 비누는 구백 원이에요．这块香皂900韩元。
- 그 포도는 팔천 원이에요． 那种葡萄8 000韩元。

A： 이 가방은 얼마예요？ 这个包多少钱？
B： 삼만 오천 원이에요． 35000韩元。

量詞要分開",1.7
365,Noun,Number,일,1 work,1.7
366,Noun,Number,이,2 two,1.7
367,Noun,Number,삼,3 three,1.7
368,Noun,Number,사,4 four,1.7
369,Noun,Number,오,5 five,1.7
370,Noun,Number,육,6 six,1.7
371,Noun,Number,철,7 iron,1.7
372,Noun,Number,팔,8 eight,1.7
373,Noun,Number,구,9 nine,1.7
374,Noun,Number,십,10 ten,1.7
375,Noun,Number,심일 ,11 Simil,1.7
376,Noun,Number,십이,12 twelve,1.7
377,Noun,Number,심상 ,13 image,1.7
378,Noun,Number,심사 ,14 screening,1.7
379,Noun,Number,십오 ,15 fifteen,1.7
380,Noun,Number,십육 ,16 sixteen,1.7
381,Noun,Number,십칠 ,17 seventeen,1.7
382,Noun,Number,십팔 ,18 eighteen,1.7
383,Noun,Number,실구 ,19 Thread,1.7
384,Noun,Number,이침,20 Acupuncture,1.7
385,Noun,Number,참십,30 Charm,1.7
386,Noun,Number,사십,40 forty,1.7
387,Noun,Number,오십,50 fifty,1.7
388,Noun,Number,육십,60 sixty,1.7
389,Noun,Number,칠십,70 seventy,1.7
390,Noun,Number,팔십,80 eighty,1.7
391,Noun,Number,구십,100 ninety,1.7
392,Noun,Number,천,1000 thousand,1.7
393,Noun,Number,만,10000 ten thousand,1.7
394,Noun,Number,십만,100 000  hundred thousand,1.7
395,Noun,Number,백만,1 000 000 million,1.7
396,Noun,Number,십원,10韩元 Ten Dollars,1.7
397,Noun,Number,오십 원,50韩元 Fifty Circles,1.7
398,Noun,Number,백원,100韩元 Baekwon,1.7
399,Noun,Number,오백 원,500韩元 Five hundred won,1.7
400,Noun,Number,천원,1000韩元 One Thousand Won,1.7
401,Noun,Number,오천 원,5000韩元 Five thousand won,1.7
402,Noun,Number,만원,10 000韩元 ten thousand Won,1.7
403,Noun,Number,오만원,50 000韩元 Oman Won,1.7
404,Adverb,Number,얼마 ,多少 how much,1.7
405,Noun,Unit,박스,Box,1.7
406,Grammer,Money,"얼마예요
","직원: 어서 오세요.
다쿠야: 안녕하세요? 귤 한 박스 주세요.
직원: 네, 손님, 요즘 사과도 아주 맛있어요.
다쿠야: 그래요? 사과는 얼마예요?
직원: 한 개에 1,500원이에요.
다쿠야: 음······그럼 사과도 세 개 주세요. 모두 얼마예요?
직원: 14,500원이에요. 고맙습니다.

职员：欢迎光临。
卓也：您好，请给我1箱橘子。
职员：好的。最近苹果也很好吃。
卓也：是吗？苹果多少钱？
职员：1个1500韩元。
卓也：嗯······那么也请给我3个苹果。一共多少钱？
职员：14500韩元。谢谢惠顾。",1.7
407,Adverb,Number,모두,一共，全部，都 all,1.7
408,Grammer,Unit,에,"“数词＋量词＋에”表示标准、单位。 

A：사과▪ 한▪ 개에▪ 얼마예요？
B: 한▪ 개에 ▪천▪ 원이에요.",1.7
409,Adverb,S - Connection,"아, 그래요? ","是嗎 Oh, really?",1.7
410,Adverb,S - Connection,음,嗯（表正在思考） sound,1.7
411,Noun,Food,배,梨  ship,1.7
412,Noun,Food,고구마,红薯 sweet potato,1.7
413,Noun,South Korea,명동,明洞 Myeongdong,1.7
414,Adverb,S - Connection,그렇지만,但是 nevertheless,1.7
415,Grammer,Money,"얼마예요
","请便宜一点

A：얼마예요？ 多少钱？
B：10,000원이에요． 10000韩元。
A： 너무 비싸요. 좀 깎아 주세요. 太贵了，请稍微便宜一点。
B： 그럼 9,000원 주세요． 那么就9000韩元吧。

당근이 비싸요. 좀 깎아 주세요.
胡萝卜太贵了，请稍微便宜一点。",1.7
416,Grammer,Time,"시간과 날짜
时间与日期","지금 몇 시예요?
두시 십오분이에요  02:15
한시 이십분이에요  01:20
열한시 삼십분이에요  11:30",1.8
417,Noun,Time,월요일 ,月      音워료일 Monday,1.8
418,Noun,Time,화요일,火 Tuesday,1.8
419,Noun,Time,수요일,水 Wednesday,1.8
420,Noun,Time,목요일,木      音모교일 Thursday,1.8
421,Noun,Time,금요일,金      音그묘일 Friday,1.8
422,Noun,Time,토,土      音Tall hare,1.8
423,Noun,Time,일,日      音이료일 work,1.8
424,Noun,Time,무슨 ▪요일이에요?, What ▪day is it?,1.8
425,Noun,Time,요일,曜日 Day,1.8
426,Noun,Time,오천 ,午前    音jeon five thousand,1.8
427,Noun,Time,오후,午後    音HOO afternoon,1.8
428,Noun,Time,분,分         音本 minute,1.8
429,Noun,Time,반,半 half,1.8
430,Noun,Time,요일, 星期 Day,1.8
431,Noun,Time,주말, 周末 weekend,1.8
432,Adverb,Question,무슨   ,"什么 音MU
무슨▪NOUN
eg무슨 요일이에요? what",1.8
433,Adverb,Question,뭐 ,"뭐 ▪ verb/adj
Eg. 뭐해요? what",1.8
434,Noun,Time,열한시,11:00 →   音여란시 Eleventh Hour,1.8
435,Grammer,Time,N에,"A 무슨 요일에 한국어를 배워요? 您星期几学习韩国语？
B 수요일에 배워요. 我星期三学习（韩国语）。

A 몇 시에 자요? 您几点睡觉？
B 12시에 자요. 我12点睡觉。

기욤 씨는 몇시에 친구를 만나요?
열덟시 삼십분에 친구를 만나요
기욤씨는 무슨 요일에 운동을 해요?
일요일에 운동을 해요

아침에 회사에 가요 早上去公司。
오후 4시에 커피를 마셔요． 下午4点喝咖啡。
금요일 밤에 친구하고 영화를 봐요 星期五上和朋友一起看电影。",1.8
436,Grammer,Time,N에,"“叫”用于时间名词后，表示某一行为或事件发生的时间，可与时间、星期、特定日期搭配使用。

저는 8시 30분에 학교에 와요． （时间名词）我8点半来学校。
토요일에 친구를 만나요. （星期）星期六见朋友。
생일에 파티를 해요. （特定日期）生日那天开派对。

A. 언제 일본에 가요？ 您什么时候去日本？
B： 일요일에 가요. 我星期日去。",1.8
437,Grammer,Time,N에,"注意：“어제（昨天）、오늘（今天）、내일（明天）、지금（现在）、언제（什么时候）”后面不能加“에”。

现在在吃饭。
（O）지금 밥을 먹어요. 
（x）지금에 밥을 먹어요. ",1.8
438,Grammer,Time,N에,"“에”可以和“는”或“도”结合变成“에는”或“에도”使用。

例 A： 월요일에 뭐 해요？ 您星期一干什么？
B： 태권도를 배워요. 我学跆拳道。
A： 화요일에도 태권도를 배워요？ 您星期二也学跆拳道吗？
B： 아니요， 화요일에는 태권도를 안 배워요. 不，我星期二不学跆拳道。",1.8
439,Grammer,Time,어제,昨天 Yesterday,1.8
440,Grammer,Time,오늘,今天 Today,1.8
441,Grammer,Time,내일,明天 Tomorrow,1.8
442,Grammer,Time,지금,现在 Now,1.8
443,Grammer,Time,언제,什么时候 When,1.8
444,Grammer,Time,새벽,凌晨 24:00~6:00 dawn,1.8
445,Grammer,Time,아침,早上 24:00~12:00 Morning Breakgast,1.8
446,Grammer,Time,오전,上午 AM  6:00~12:00 AM morning,1.8
447,Grammer,Time,점심, 中午12:00 Lunch lunch,1.8
448,Grammer,Time,오후, 下午 PM 12:00~18:00 afternoon,1.8
449,Grammer,Time,저녁,傍晚 18:00~24:00     晚餐  Dinner evening,1.8
450,Grammer,Time,밤,晚上18:00~24:00 night,1.8
451,Adverb,S - Connection,"V-고
(1st)","然後
A 저녁에 보통 뭐 해요?  您晚上一般干什么？
B 저녁을 먹고 숙제를 해요.  B：我吃完晚饭后做作业。

- 저시에밥을 먹고 차를 마셔요.
- 저녁에 친구를 만나고 집에 가요
- 오전에 청소하고 텔러버전을 봐요.
- 오후에 운동하고 샤워해요.",1.8
452,Adverb,S - Connection,"V-고
(1st)","句子 (要跟原型) ＋連接詞＋句子
前後可以沒有關係

“-卫”前面一般不能与过去时制语尾“-았／었／였-”连用。
A：어제 저녁에 뭐 했어요？ 您昨天晚上干什么了？
B ： 집에서 책을 읽고 잤어요. （O）我在家里看书后睡觉了。
집에서 책을 읽었고 갔어요. (x)

- 케빈 씨는 운동하고 사워해요. 凯文运动后洗澡。
- 저는 아침에 밥을 먹고 학교에 가요. 我早上吃完饭后去学校。",1.8
453,Adverb,Number,보통,一般 usually,1.8
,,,,,
454,Grammer,Food,아침/점심/저녁,"不仅有“早上、中午、晚上”的意思，而且还有“早饭、午饭、晚饭”的意思。

저는 아침을 안 먹어요. 我不吃早饭。
보통 1시에 점심을 먹어요． 一般1点吃午饭。

A 점심 먹었어요?
B： 네， 먹었어요.",1.8
455,Verb,Home,청소하다 ,打扫  Cleaning clean,1.8
456,Verb,Home,샤워하다 ,洗澡 Shower Take a shower,1.8
457,Adverb,S - Connection,"V-고
(1st)","纪尧姆：艾米莉，您晚上干什么？
艾米莉：我吃完晚饭后学跆拳道。
纪尧姆：您每天都学跆拳道吗？
艾米莉：不是，星期二和星期五学。
纪尧姆：那您几点回家？
艾米莉：我8点左右回家。洗完澡后睡

기욤: 에밀리 씨, 저녁에 뭐 해요?
에밀리: 저녁을 먹고 태권도를 배워요.
기욤: 매일 태권音“光＂도를 배워요?
에밀리: 아니요, 화요일하고 금요일에 배워요.
기욤:  그럼 집에 몇 시에 가요?
에밀리: 8시쯤에音ji mel가요.그리고 샤워하고 자요.",1.8
